"transcript","gene","bp","all","synonymous","missense","nonsense","splice-site","frame-shift","F","M","P_LGDS","P_MISSENSE","P_SYNONYMOUS"
"NM_015331","NCSTN",2130,-4.5044,-5.0772,-4.6806,-5.8751,-6.1441,-5.8699,2,2,3.40011697345E-06,2.08641165456E-05,8.37143674435E-06
"NM_014704","CEP104",2778,-4.3723,-4.9201,-4.557,-5.8022,-5.9644,-5.7546,2,2,4.42185383673E-06,2.77332010465E-05,1.20198763487E-05
"NM_001204086","NBL1",648,-5.0875,-5.5497,-5.2943,-6.7725,-6.967,-6.3867,2,2,6.87231818005E-07,5.07808539665E-06,2.8203304738E-06
"NM_006496","GNAI3",1065,-4.8255,-5.4038,-5.0023,-6.1345,-6.523,-6.171,2,2,1.70811299402E-06,9.94718053083E-06,3.9463899821E-06
"NM_017734","PALMD",1656,-4.7204,-5.279,-4.8948,-6.1489,-6.5071,-5.9793,2,2,2.06965884591E-06,1.27408968592E-05,5.26017266391E-06
"NM_001024594","C1ORF53",438,-5.281,-5.7261,-5.5052,-6.6729,-99,-6.5568,2,2,4.89833097328E-07,3.12464008581E-06,1.87888413793E-06
"NM_198077","C1ORF52",549,-4.9672,-5.4283,-5.171,-6.6973,-7.0532,-6.4587,2,2,0.000000637,6.74528027698E-06,3.72992414752E-06
"NM_144697","C1ORF51",1158,-4.8095,-5.3865,-4.9691,-6.3382,-6.742,-6.1346,2,2,1.37362040269E-06,1.07374214561E-05,4.10676639875E-06
"NM_024097","C1ORF50",600,-5.1183,-5.6235,-5.3177,-6.5609,-6.879,-6.4202,2,2,0.000000787,4.81171615252E-06,2.37957830096E-06
"NM_017860","C1ORF56",1026,-4.6747,-5.1744,-4.856,-6.3289,-7.3854,-6.1872,2,2,1.15992352013E-06,1.39315680295E-05,6.69267906936E-06
"NM_152608","C1ORF55",1356,-4.675,-5.2395,-4.8491,-6.0935,-6.4144,-6.0661,2,2,2.05024543289E-06,1.41546781892E-05,0.000005761
"NM_024579","C1ORF54",396,-5.2505,-5.8006,-5.4369,-6.747,-6.7536,-6.6006,2,2,6.06262401619E-07,3.65678982617E-06,1.58270509343E-06
"NM_022746","MARC1",1014,-4.8681,-5.3946,-5.0604,-6.2524,-6.6116,-6.1923,2,2,1.44605440792E-06,8.70161772152E-06,4.03088121287E-06
"NM_017898","MARC2",1008,-4.8851,-5.4607,-5.0502,-6.4311,-6.5725,-6.1949,2,2,1.27661440725E-06,8.90840596401E-06,3.46178426838E-06
"NM_012405","ICMT",855,-4.9946,-5.5187,-5.1963,-6.253,-6.8169,-6.2663,2,2,1.2525371855E-06,6.36355790041E-06,0.000003029
"NM_213653","HFE2",1281,-4.6524,-5.2148,-4.8168,-6.0882,-7.0514,-6.0908,2,2,1.71637926412E-06,1.52475476766E-05,6.09817663999E-06
"NM_001105669","TTC24",1749,-4.9107,-5.4178,-5.0929,-6.4373,-99,-5.9555,2,2,1.47324090026E-06,8.07420924385E-06,3.82120203184E-06
"NM_017904","TTC22",1119,-4.6845,-5.1533,-4.8896,-6.2476,-6.7116,-6.1495,2,2,1.46848627944E-06,1.28943661996E-05,7.02586822435E-06
"NM_000565","IL6R",1407,-4.6226,-5.1215,-4.817,-6.1966,-6.4187,-6.05,2,2,1.90849644623E-06,1.5240527538E-05,7.55962060339E-06
"NM_001201483","ENO1",1026,-4.7724,-5.2641,-4.9734,-6.4387,-6.364,-6.1872,2,2,1.44651070109E-06,1.0631633575E-05,5.44377290907E-06
"NM_003176","SYCP1",2931,-4.5243,-5.1185,-4.7078,-5.8253,-5.9257,-5.7313,2,2,4.53831215357E-06,1.95974696256E-05,0.000007612
"NM_018420","SLC22A15",1644,-4.6394,-5.1535,-4.8219,-6.0806,-99,-5.9824,2,2,0.000001872,1.50695401523E-05,7.02263343736E-06
"NM_001098623","OBSCN",23907,-3.4052,-3.9007,-3.5874,-5.0446,-99,-4.8198,2,2,2.4166603275E-05,0.000258583,0.0001256898
"NM_006252","PRKAA2",1659,-4.6678,-5.2649,-4.835,-5.9647,-6.4854,-5.9785,2,2,2.4624667195E-06,1.46217717446E-05,5.43375433906E-06
"NM_001206739","ITGB3BP",651,-5.2793,-5.9457,-5.448,-6.7958,-6.4193,-6.3847,2,2,9.53214449861E-07,3.56451133426E-06,1.13318286793E-06
"NM_052862","RCSD1",1251,-4.755,-5.2619,-4.9533,-6.1484,-6.6187,-6.1011,2,2,1.74348005956E-06,1.11352507199E-05,5.47141932476E-06
"NM_021960","MCL1",1053,-4.6179,-5.0675,-4.8296,-6.2048,-7.0503,-6.1759,2,2,0.00000138,1.4804713249E-05,8.5605171172E-06
"NM_002379","MATN1",1491,-4.5706,-5.0571,-4.7576,-6.4257,-6.5878,-6.0248,2,2,1.57807281034E-06,1.74743085527E-05,0.000008768
"NM_170707","LMNA",1995,-4.4146,-4.9794,-4.5742,-6.0489,-6.3537,-5.8984,2,2,0.0000026,2.66563081347E-05,1.04857620938E-05
"NM_014053","FLVCR1",1668,-4.6623,-5.1691,-4.8544,-6.224,-6.4063,-5.9761,2,2,0.000002046,0.000013983,6.7748549285E-06
"NM_194458","UBE2J2",624,-4.9154,-5.3537,-5.1359,-6.6757,-6.7483,-6.4031,2,2,7.84809512114E-07,7.31307453862E-06,4.42894207199E-06
"NM_001037277","GGPS1",903,-4.9729,-5.5741,-5.1301,-6.338,-7.0518,-6.2426,2,2,0.00000112,7.4113956796E-06,2.66624466831E-06
"NM_000929","PLA2G5",417,-5.0983,-5.5975,-5.304,-6.4816,-6.8783,-6.5782,2,2,7.26375352953E-07,4.9659232145E-06,2.52638771013E-06
"NM_019083","CCDC76",1446,-4.7269,-5.2713,-4.914,-6.1171,-6.3627,-6.0381,2,2,2.11347991153E-06,1.21898959892E-05,5.35426670098E-06
"NM_001130040","SHC1",1755,-4.5303,-5.0724,-4.7014,-6.2067,-6.3064,-5.954,2,2,2.22688541043E-06,1.98884070517E-05,8.46447448098E-06
"NM_001001914","OR2G3",930,-4.9533,-5.4941,-5.117,-6.595,-7.8102,-6.2298,2,2,8.58693196152E-07,7.63835783578E-06,3.2055311387E-06
"NM_001001915","OR2G2",954,-4.8974,-5.4483,-5.0554,-6.5948,-7.7638,-6.2188,2,2,8.75667752744E-07,8.80237770591E-06,0.000003562
"NM_001013355","OR2G6",951,-4.8735,-5.3807,-5.0498,-6.5743,-7.7604,-6.2201,2,2,8.86284577488E-07,8.9166146888E-06,0.000004162
"NM_175055","HIST3H2BB",381,-5.0193,-5.4911,-5.2084,-6.9734,-7.6181,-6.6174,2,2,3.71733555365E-07,6.18870811419E-06,3.22775081905E-06
"NM_014474","SMPDL3B",1368,-4.6138,-5.1127,-4.8064,-6.1744,-6.5028,-6.0622,2,2,0.00000185,1.56170859327E-05,7.71436174284E-06
"NM_015001","SPEN",10995,-3.7798,-4.3331,-3.9503,-5.1658,-6.2203,-5.1571,2,2,1.43933347312E-05,0.0001121244,4.64408328941E-05
"NM_001113482","MANEAL",1374,-4.6794,-5.1668,-4.8658,-6.3711,-7.339,-6.0603,2,2,1.3416767728E-06,1.3620717953E-05,6.81082936768E-06
"NM_017556","FBLIM1",1122,-4.7113,-5.2295,-4.8937,-6.2917,-6.6124,-6.1483,2,2,1.46569827118E-06,1.27732084611E-05,5.89521977065E-06
"NM_024522","NKAIN1",624,-5.1891,-5.7078,-5.3933,-6.7459,-6.5406,-6.4031,2,2,8.62795268474E-07,0.000004043,1.95974696256E-06
"NM_007259","VPS45",1713,-4.6375,-5.2395,-4.8147,-5.8823,-6.2065,-5.9646,2,2,3.01780373169E-06,1.53214546481E-05,0.000005761
"NM_015997","RRNAD1",1428,-4.635,-5.1987,-4.809,-6.0621,-6.3628,-6.0436,2,2,0.000002205,1.55238700996E-05,6.32848856926E-06
"NM_014858","TMCC2",2130,-4.3364,-4.8229,-4.5214,-6.1243,-6.7509,-5.8699,2,2,2.27783720415E-06,3.01023222066E-05,1.50348811717E-05
"NM_015039","NMNAT2",924,-4.7895,-5.329,-4.9698,-6.4288,-6.3592,-6.2326,2,2,1.39521284747E-06,1.07201287175E-05,4.68813382145E-06
"NM_001017418","SPRR2B",219,-5.5408,-6.072,-5.7303,-6.8786,-7.6411,-6.8579,2,2,2.93809558955E-07,1.8608012966E-06,8.47227414141E-07
"NM_199342","CCDC23",201,-5.6525,-6.317,-5.8078,-6.9318,-7.3456,-6.8951,2,2,2.89448008262E-07,1.55668234528E-06,4.81947797625E-07
"NM_015164","PLEKHM2",3060,-4.3096,-4.7931,-4.5031,-5.8239,-99,-5.7126,2,2,3.43823648653E-06,3.13978564827E-05,1.61027481301E-05
"NM_001100910","FAM72B",450,-5.2661,-5.817,-5.4427,-6.8773,-6.875,-6.5451,2,2,0.000000551,3.60827807973E-06,1.5240527538E-06
"NM_001123168","FAM72A",450,-5.248,-5.7864,-5.4284,-6.8773,-6.875,-6.5451,2,2,0.000000551,3.72906539962E-06,1.63530965174E-06
"NM_006338","LRRN2",2142,-4.4346,-4.9769,-4.5979,-6.0313,-7.6089,-5.8675,2,2,2.31182478323E-06,2.5240618923E-05,1.0546297059E-05
"NM_030761","WNT4",1056,-4.6429,-5.1449,-4.8283,-6.2509,-6.8081,-6.1746,2,2,1.38569768546E-06,1.48490954875E-05,7.16308327313E-06
"NM_032833","PPP1R15B",2142,-4.5172,-5.0572,-4.6898,-5.9427,-7.3564,-5.8675,2,2,2.54180317505E-06,2.04267841628E-05,0.000008766
"NM_001024599","HIST2H2BF",381,-4.9849,-5.4403,-5.1806,-6.9858,-7.9581,-6.6174,2,2,3.5566028265E-07,6.59781296514E-06,3.6282733594E-06
"NM_003528","HIST2H2BE",381,-5.0076,-5.4747,-5.1987,-6.9951,-7.5937,-6.6174,2,2,3.67944270814E-07,6.32848856926E-06,0.000003352
"NM_173484","KLF17",1170,-4.734,-5.2745,-4.9108,-6.1257,-7.0585,-6.1301,2,2,1.57722376346E-06,0.00001228,0.000005315
"NM_178548","TFAP2E",1329,-4.7768,-5.289,-4.9634,-6.3323,-6.6673,-6.0748,2,2,1.52217681269E-06,1.08792761338E-05,5.14043651582E-06
"NM_001114106","SLC44A3",1962,-4.6125,-5.1305,-4.8082,-6.0501,-6.2733,-5.9056,2,2,2.6668087901E-06,1.55524924792E-05,7.40457267451E-06
"NM_001130058","SLC44A5",2154,-4.5884,-5.1877,-4.7705,-5.8934,-5.9711,-5.8651,2,2,3.71128120737E-06,1.69628960226E-05,6.49082649132E-06
"NM_001252406","ZBTB7B",1722,-4.5323,-5.0569,-4.7034,-6.1356,-7.3399,-5.9623,2,2,1.86821879921E-06,0.000019797,0.000008772
"NM_002946","RPA2",813,-4.9679,-5.5046,-5.1579,-6.4943,-6.4621,-6.2882,2,2,1.18046123154E-06,6.95184371278E-06,0.000003129
"NM_001166159","NDUFS2",1374,-4.6685,-5.2864,-4.8408,-5.8808,-6.269,-6.0603,2,2,2.72446259499E-06,1.44277962313E-05,5.17130317917E-06
"NM_004552","NDUFS5",321,-5.2779,-5.9416,-5.4217,-6.5528,-7.3526,-6.6918,2,2,5.27758116729E-07,0.000003787,1.14393144954E-06
"NM_004515","ILF2",1173,-4.8038,-5.4185,-4.9781,-6.1833,-6.154,-6.129,2,2,2.10016661004E-06,1.05171967854E-05,0.000003815
"NM_005455","ZRANB2",963,-4.8316,-5.4979,-5.0061,-5.9344,-6.2875,-6.2147,2,2,2.28883458427E-06,9.86052412531E-06,3.17760565716E-06
"NM_001014980","FAM132A",909,-4.8976,-5.4134,-5.0816,-6.7398,-6.4814,-6.2397,2,2,0.000001088,8.28705077907E-06,3.86011283745E-06
"NM_001256404","DENND2C",2787,-4.4615,-5.0763,-4.6247,-5.7704,-6.1496,-5.7532,2,2,4.17050307672E-06,2.37301235849E-05,8.38880308341E-06
"NM_024901","DENND2D",1416,-4.6879,-5.2591,-4.8653,-6.0646,-6.3084,-6.0472,2,2,2.25038928961E-06,1.36364084145E-05,5.50680882847E-06
"NM_198040","PHC2",2577,-4.3719,-4.8902,-4.5541,-5.9514,-6.2718,-5.7872,2,2,3.28551798263E-06,0.000027919,1.28765642743E-05
"NM_152493","ZNF362",1263,-4.6924,-5.1674,-4.8951,-6.3192,-6.5642,-6.0969,2,2,1.55230315208E-06,1.27320987985E-05,6.80142635604E-06
"NM_007212","RNF2",1011,-4.9019,-5.5122,-5.0703,-6.1487,-6.6587,-6.1936,2,2,1.56982444019E-06,8.50550295897E-06,3.07468054594E-06
"NM_002016","FLG",12186,-3.7381,-4.291,-3.9081,-5.0975,-7.3519,-5.1125,2,2,1.57515279385E-05,0.0001235663,5.1168183554E-05
"NM_177398","LMX1A",1149,-4.7343,-5.2609,-4.9283,-6.0808,-6.5085,-6.138,2,2,1.86811155932E-06,1.17950558058E-05,0.000005484
"NM_006542","SPHAR",192,-5.7415,-6.3494,-5.896,-7.2546,-7.6315,-6.915,2,2,2.00621711074E-07,1.27057410521E-06,4.47301134824E-07
"NM_001841","CNR2",1083,-4.8416,-5.3828,-5.0119,-6.3134,-7.6529,-6.1637,2,2,1.19415954173E-06,9.72971232892E-06,4.14190372622E-06
"NM_001122764","PPOX",1434,-4.6496,-5.2342,-4.8092,-6.2651,-6.3059,-6.0418,2,2,1.94578847048E-06,1.55167227391E-05,5.83176479732E-06
"NM_001004319","VHLL",420,-5.1479,-5.6792,-5.3361,-6.4257,-7.7903,-6.5751,2,2,6.57450263252E-07,4.61211364492E-06,2.09314830345E-06
"NM_207197","ADAM15",2592,-4.3919,-4.9523,-4.5745,-5.7802,-5.9658,-5.7847,2,2,4.38247834408E-06,2.66379009677E-05,1.11609201239E-05
"NM_003094","SNRPE",279,-5.3671,-5.9812,-5.5528,-6.8712,-6.5307,-6.7527,2,2,6.05895515386E-07,2.80027059501E-06,1.04423921854E-06
"NM_174936","PCSK9",2079,-4.4456,-4.9487,-4.6288,-6.1747,-6.4033,-5.8805,2,2,2.3806392702E-06,2.35071511594E-05,1.12538209194E-05
"NM_032283","ZDHHC18",1167,-4.8095,-5.3307,-5.0065,-6.3643,-6.2752,-6.1312,2,2,1.70211993608E-06,9.85144642804E-06,4.66981848558E-06
"NM_198268","HIPK1",3633,-4.3144,-4.8521,-4.4974,-5.7029,-6.213,-5.638,2,2,4.89577555093E-06,3.1812661176E-05,1.40572380699E-05
"NM_017823","DUSP23",453,-5.4503,-6.0816,-5.6563,-6.3261,-7.7224,-6.5422,2,2,7.778498395E-07,2.20648002406E-06,8.28705077907E-07
"NM_001199050","LEMD1",546,-5.3504,-5.8883,-5.5508,-6.8333,-6.6785,-6.4611,2,2,7.0230340251E-07,2.8131960568E-06,1.29330215134E-06
"NM_001080426","DUSP27",3477,-4.2703,-4.7826,-4.4496,-5.8325,-6.7704,-5.6571,2,2,3.84270571752E-06,0.000035514,1.64968110447E-05
"NM_021952","ELAVL4",1143,-4.7766,-5.3257,-4.9484,-6.3414,-6.5735,-6.1403,2,2,1.44654587075E-06,1.12615974691E-05,4.72389243513E-06
"NM_001017403","LGR6",2904,-4.3201,-4.8013,-4.5181,-6.0151,-6.129,-5.7353,2,2,3.54834848136E-06,3.03319268535E-05,1.580156129E-05
"NM_176782","FAM151A",1758,-4.5565,-5.0672,-4.7427,-6.103,-6.5079,-5.9533,2,2,2.21291264178E-06,1.80842290894E-05,8.56643255582E-06
"NM_144626","TMEM125",660,-4.8602,-5.3454,-5.053,-6.7518,-6.6313,-6.3788,2,2,8.2883747859E-07,8.85115609831E-06,4.51439961267E-06
"NM_001198851","FOXJ3",1869,-4.6172,-5.2051,-4.7923,-5.8978,-6.3123,-5.9267,2,2,2.93636980206E-06,1.61324378252E-05,6.23591231763E-06
"NM_025106","SPSB1",822,-4.756,-5.2477,-4.9494,-6.3329,-6.783,-6.2834,2,2,1.15015337932E-06,1.12356965136E-05,5.65327354266E-06
"NM_002965","S100A9",345,-5.2849,-5.7886,-5.4798,-6.7179,-7.352,-6.6605,2,2,4.54457233661E-07,3.31283648117E-06,0.000001627
"NM_002964","S100A8",282,-5.3719,-5.8409,-5.5763,-7.0641,-7.3453,-6.7481,2,2,0.00000031,2.65277245862E-06,1.44244744909E-06
"NM_002962","S100A5",279,-5.3907,-5.8486,-5.5988,-7.1721,-7.3715,-6.7527,2,2,2.86518860017E-07,2.51883662784E-06,1.41709837491E-06
"NM_019554","S100A4",306,-5.3754,-5.8546,-5.5746,-7.0848,-7.3454,-6.7126,2,2,3.21226765123E-07,2.66317680704E-06,1.3976550563E-06
"NM_001001827","OR2T35",972,-4.8591,-5.4003,-5.0207,-6.5602,-7.5916,-6.2106,2,2,9.16649230344E-07,9.53454559672E-06,3.97832262823E-06
"NM_006271","S100A1",285,-5.3443,-5.7866,-5.5611,-7.0781,-7.3564,-6.7435,2,2,3.08065465709E-07,2.74726149993E-06,1.6345567372E-06
"NM_001004695","OR2T33",963,-4.8369,-5.3677,-5.0055,-6.4564,-7.764,-6.2147,2,2,9.76799785625E-07,9.87415635747E-06,4.28844653497E-06
"NM_002960","S100A3",306,-5.2997,-5.8098,-5.4882,-6.8229,-7.3454,-6.7126,2,2,3.89313437451E-07,3.24937623619E-06,1.54953003958E-06
"NM_005978","S100A2",294,-5.4524,-5.984,-5.6472,-6.7595,-7.339,-6.73,2,2,0.000000406,2.25320133563E-06,1.03752841582E-06
"NM_018186","C1ORF112",2562,-4.5251,-5.1031,-4.7006,-5.9645,-6.0316,-5.7897,2,2,3.63792873133E-06,1.9925076615E-05,7.88678496774E-06
"NM_182581","C1ORF111",786,-4.9554,-5.5093,-5.1257,-6.4097,-7.0479,-6.3029,2,2,9.7672278254E-07,7.48686496236E-06,3.09528041659E-06
"NM_178550","C1ORF110",909,-4.994,-5.5566,-5.1554,-6.4472,-99,-6.2397,2,2,9.32945920295E-07,0.000006992,2.77587560353E-06
"NM_024709","C1ORF115",429,-5.2472,-5.6951,-5.456,-7.0546,-7.3858,-6.5659,2,2,0.000000401,3.49945167028E-06,2.01790167115E-06
"NM_021179","C1ORF114",1527,-4.735,-5.3429,-4.9102,-5.86,-6.7655,-6.0145,2,2,2.51914116227E-06,0.000012297,4.54046152605E-06
"NM_016274","PLEKHO1",1230,-4.6983,-5.2626,-4.8667,-6.1192,-6.7012,-6.1084,2,2,1.73806408658E-06,1.35925206042E-05,5.46260754213E-06
"NM_004091","E2F2",1314,-4.6264,-5.0831,-4.84,-6.2842,-6.4151,-6.0797,2,2,1.73659835302E-06,1.44543977075E-05,8.25847769206E-06
"NM_022735","ACBD3",1587,-4.7428,-5.3499,-4.916,-5.9277,-6.5518,-5.9977,2,2,2.4671188365E-06,1.21338885046E-05,4.46786456691E-06
"NM_032360","ACBD6",849,-4.9369,-5.4525,-5.14,-6.3297,-6.508,-6.2694,2,2,1.31628855767E-06,7.24435960075E-06,3.52776786619E-06
"NM_013328","PYCR2",963,-4.8094,-5.3045,-5.0041,-6.412,-6.6173,-6.2147,2,2,1.23859502773E-06,0.000009906,4.96020927396E-06
"NM_004388","CTBS",1158,-4.8622,-5.4635,-5.0229,-6.2832,-6.5807,-6.1346,2,2,1.51705773929E-06,9.48636869866E-06,3.43953711381E-06
"NM_018841","GNG12",219,-5.5946,-6.1401,-5.7756,-7.1493,-7.3457,-6.8579,2,2,2.5472911815E-07,1.67648626607E-06,7.24269171734E-07
"NM_014777","URB2",4575,-4.188,-4.7029,-4.3726,-5.6415,-6.4506,-5.5379,2,2,5.53530326209E-06,4.24033335385E-05,1.9819833418E-05
"NM_016257","HPCAL4",576,-4.9049,-5.373,-5.1043,-6.6317,-7.0305,-6.4379,2,2,6.91563042816E-07,0.000007865,4.2364296605E-06
"NM_213566","DFFA",807,-4.8696,-5.3613,-5.0629,-6.5185,-6.7506,-6.2914,2,2,9.91833238151E-07,8.65167107931E-06,4.35211136624E-06
"NM_004402","DFFB",1017,-4.7251,-5.2651,-4.8993,-6.3011,-6.5726,-6.191,2,2,1.41163562381E-06,1.26095619599E-05,5.43125257881E-06
"NM_001127361","RNF19B",1764,-4.811,-5.3832,-4.9834,-6.217,-6.4996,-5.9518,2,2,2.04063318707E-06,1.03896280491E-05,4.13809064817E-06
"NM_005897","IPP",1755,-4.6583,-5.2889,-4.8156,-5.9233,-6.504,-5.954,2,2,2.61822391122E-06,1.52897364669E-05,5.14162028135E-06
"NM_002506","NGF",726,-4.8654,-5.4259,-5.0196,-6.5406,-7.7896,-6.3374,2,2,7.64070883792E-07,9.55872571885E-06,3.75059352911E-06
"NM_001242739","ZNF691",948,-4.8693,-5.4791,-5.0085,-6.4343,-99,-6.2215,2,2,9.68356775874E-07,9.80618314322E-06,3.31818044827E-06
"NM_001136036","ZNF692",1575,-4.6196,-5.1935,-4.7818,-6.2169,-6.3516,-6.001,2,2,2.04961709235E-06,1.65272272995E-05,6.40471781569E-06
"NM_020394","ZNF695",1548,-4.7899,-5.3746,-4.9492,-6.1297,-99,-6.0085,2,2,1.7224408115E-06,1.12408719347E-05,4.2208507918E-06
"NM_001080470","ZNF697",1638,-4.5328,-5.0233,-4.712,-6.3577,-99,-5.984,2,2,1.47636214452E-06,1.94088587759E-05,9.47763545263E-06
"NM_001017402","LAMB3",3519,-4.2148,-4.7926,-4.3794,-5.6865,-5.9858,-5.6519,2,2,5.32044433454E-06,4.17445707826E-05,1.612129778E-05
"NM_133494","NEK7",909,-4.9199,-5.5314,-5.1004,-6.1076,-6.4504,-6.2397,2,2,1.71087301043E-06,0.000007936,2.94171096975E-06
"NM_153832","GPR161",1590,-4.5917,-5.1097,-4.7726,-6.1227,-6.7516,-5.9969,2,2,1.93821369723E-06,1.6881071137E-05,7.76783514384E-06
"NM_015714","G0S2",312,-5.1573,-5.6499,-5.3468,-6.7291,-7.7654,-6.7042,2,2,4.0136420984E-07,4.49987033872E-06,2.23923668251E-06
"NM_015534","ZZZ3",2712,-4.4867,-5.101,-4.6535,-5.6993,-6.3489,-5.765,2,2,4.16420568402E-06,2.22075168345E-05,0.000007925
"NM_004319","ASTN1",3885,-4.179,-4.7059,-4.3614,-5.6953,-6.0065,-5.6089,2,2,5.46305143979E-06,4.35110937093E-05,1.96833946444E-05
"NM_001010846","SHE",1488,-4.6405,-5.1492,-4.8353,-6.0835,-6.4637,-6.0257,2,2,2.11142329237E-06,1.46116748702E-05,7.09251070556E-06
"NM_001126","ADSS",1371,-4.7096,-5.2414,-4.9016,-6.2446,-6.185,-6.0613,2,2,2.09086803772E-06,0.000012543,5.73587924842E-06
"NM_001077195","ZNF436",1413,-4.7106,-5.2917,-4.8731,-6.0614,-7.0477,-6.0482,2,2,1.85271133291E-06,1.33936825098E-05,5.10857766163E-06
"NM_001012758","NUDT17",987,-4.8543,-5.3956,-5.054,-6.0943,-6.5072,-6.204,2,2,0.000001741,8.83079900419E-06,4.02161044334E-06
"NM_022873","IFI6",417,-5.0951,-5.4924,-5.3374,-7.0326,-6.9841,-6.5782,2,2,4.60616556528E-07,4.5983285677E-06,3.21810344309E-06
"NM_001130841","RTCA",1140,-4.7885,-5.3427,-4.9743,-6.1817,-6.3608,-6.1414,2,2,1.81592918322E-06,1.06096241714E-05,4.54255296739E-06
"NM_030812","ACTL8",1101,-4.6572,-5.1619,-4.839,-6.2389,-7.3441,-6.1565,2,2,1.31960761179E-06,1.44877185354E-05,6.88810882653E-06
"NM_005819","STX6",768,-4.9706,-5.5831,-5.1421,-6.376,-6.3589,-6.313,2,2,1.34475669402E-06,7.20941457164E-06,2.61155995126E-06
"NM_021023","CFHR3",993,-4.9115,-5.4934,-5.0865,-6.297,-6.48,-6.2014,2,2,1.46471907221E-06,8.1940762318E-06,3.21070201056E-06
"NM_152501","PYHIN1",1479,-4.7247,-5.3007,-4.8892,-6.183,-6.5711,-6.0283,2,2,1.86153247132E-06,1.29062478206E-05,5.00380065925E-06
"NM_001231","CASQ1",1191,-4.7474,-5.2366,-4.9591,-6.2842,-6.2486,-6.1224,2,2,1.83831069129E-06,1.09875281312E-05,5.7996261582E-06
"NM_001232","CASQ2",1200,-4.7926,-5.3392,-4.9745,-6.3304,-6.3514,-6.1191,2,2,1.67270173792E-06,1.06047393837E-05,4.57930953152E-06
"NM_175852","TXLNA",1641,-4.6023,-5.1697,-4.7681,-6.0983,-6.4603,-5.9832,2,2,2.18338243339E-06,1.70568959424E-05,6.76550158307E-06
"NM_004578","RAB4A",657,-4.9829,-5.5245,-5.1862,-6.1938,-6.6182,-6.3807,2,2,1.2971071109E-06,6.51328377182E-06,2.98882164696E-06
"NM_018724","IL20",531,-5.1415,-5.7412,-5.3143,-6.4562,-6.7474,-6.4732,2,2,0.000000865,4.84953390498E-06,1.8146797794E-06
"NM_001185156","IL24",624,-5.0909,-5.6372,-5.2761,-6.5396,-6.6906,-6.4031,2,2,8.87836408522E-07,5.29541498417E-06,2.30568513695E-06
"NM_006845","KIF2C",2178,-4.4856,-5.0613,-4.6633,-5.8986,-5.9961,-5.8603,2,2,3.65144183803E-06,0.000021712,8.68360379961E-06
"NM_001559","IL12RB2",2589,-4.4912,-5.0632,-4.6668,-5.8405,-6.2053,-5.7852,2,2,3.70691515542E-06,2.15377335566E-05,8.64569678034E-06
"NM_207043","ENSA",402,-5.2442,-5.7306,-5.4545,-6.7499,-6.8709,-6.5941,2,2,5.67110309744E-07,3.51155924516E-06,1.85951634446E-06
"NM_007274","ACOT7",1113,-4.6062,-5.0829,-4.8039,-6.3829,-6.4446,-6.1518,2,2,1.47836534585E-06,1.57072443536E-05,8.26228173744E-06
"NM_005057","RBBP5",1617,-4.6873,-5.2353,-4.8845,-5.9384,-6.2965,-5.9896,2,2,2.68186993626E-06,1.30466796864E-05,0.000005817
"NM_005610","RBBP4",1278,-4.7728,-5.3429,-4.9524,-6.1621,-6.3337,-6.0918,2,2,1.96172950209E-06,1.11583505229E-05,4.54046152605E-06
"NM_001193532","RAB42",657,-5.3396,-5.8492,-5.5195,-6.9327,-99,-6.3807,2,2,0.000000533,3.02343057051E-06,1.41514193293E-06
"NM_032341","DDI2",1200,-4.7151,-5.2951,-4.8876,-6.0635,-6.4517,-6.1191,2,2,1.97755111055E-06,1.29538838897E-05,5.06873982789E-06
"NM_152663","RALGPS2",1752,-4.646,-5.2097,-4.8407,-5.9303,-6.0982,-5.9548,2,2,3.08139925322E-06,1.44311187367E-05,6.17021077744E-06
"NM_001146110","MIER1",1590,-4.7307,-5.3657,-4.9048,-5.9213,-6.2076,-5.9969,2,2,2.82584641884E-06,1.24508786392E-05,4.30824110479E-06
"NM_018997","MRPS21",264,-5.2786,-5.9446,-5.419,-6.5921,-7.3534,-6.7767,2,2,4.67344243353E-07,3.81065823394E-06,1.13605668083E-06
"NM_006243","PPP2R5A",1461,-4.7117,-5.2666,-4.8998,-6.1172,-6.202,-6.0337,2,2,2.31687961747E-06,1.25950530189E-05,5.41252605515E-06
"NM_018417","ADCY10",4833,-4.2104,-4.7874,-4.3858,-5.577,-5.8273,-5.5141,2,2,7.19809122911E-06,4.11339106152E-05,1.63154854392E-05
"NM_004974","KCNA2",1500,-4.6943,-5.2703,-4.8576,-6.0325,-7.7651,-6.0222,2,2,1.89523974358E-06,1.38803366657E-05,5.36660956046E-06
"NM_002232","KCNA3",1728,-4.4064,-4.8761,-4.6003,-6.092,-99,-5.9608,2,2,1.90355616699E-06,2.510151881E-05,1.33014810479E-05
"NM_023007","JMJD4",1392,-4.5235,-4.9965,-4.7238,-6.1348,-6.646,-6.0547,2,2,1.84076335631E-06,1.88886100147E-05,1.00809160936E-05
"NM_014359","OPTC",999,-4.7822,-5.3055,-4.9547,-6.6573,-6.6514,-6.1987,2,2,1.0761409804E-06,1.10994127077E-05,4.9488011092E-06
"NM_001080850","CCDC30",2352,-4.6027,-5.2157,-4.7848,-5.7339,-6.2235,-5.8269,2,2,3.93286739854E-06,1.6413454667E-05,6.08555231181E-06
