"gene","gene_upper","codingLenInTarget"
"PCDHGC3","PCDHGC3",2967
"PCLO","PCLO",15446
"PCNXL2","PCNXL2",6414
"PCNXL3","PCNXL3",6105
"PDE2A","PDE2A",2920
"PDE4B","PDE4B",2565
"PDE4DIP","PDE4DIP",8652
"PDE8B","PDE8B",2658
"PDS5B","PDS5B",4344
"PDZD8","PDZD8",3465
"PEG3","PEG3",4773
"PER1","PER1",3873
"PGM2L1","PGM2L1",1869
"PHACTR1","PHACTR1",1743
"PHLDB1","PHLDB1",4134
"PHYHIP","PHYHIP",993
"PI4KA","PI4KA",6153
"PIGQ","PIGQ",2345
"PIP5K1C","PIP5K1C",2007
"PITPNM1","PITPNM1",3735
"PITPNM2","PITPNM2",4050
"PJA2","PJA2",2127
"PKD1","PKD1",11901
"PKP4","PKP4",3579
"PLCB1","PLCB1",3750
"PLCH2","PLCH2",4251
"PLD3","PLD3",1473
"PLEC","PLEC",14728
"PLP1","PLP1",834
"PLXNA1","PLXNA1",5691
"PLXNA4","PLXNA4",5991
"PLXND1","PLXND1",5778
"POLR2A","POLR2A",5913
"PPARGC1A","PPARGC1A",2397
"PPFIA3","PPFIA3",3585
"PPM1E","PPM1E",2268
"PPP1R9B","PPP1R9B",2450
"PPP2R1A","PPP2R1A",1770
"PPP2R2C","PPP2R2C",1344
"PPP2R5B","PPP2R5B",1494
"PPP3CA","PPP3CA",1566
"PREX1","PREX1",4980
"PREX2","PREX2",5046
"PRICKLE2","PRICKLE2",2535
"PRKACB","PRKACB",1252
"PRKCB","PRKCB",2175
"PRKCE","PRKCE",2214
"PRKCG","PRKCG",2094
"PRR12","PRR12",6111
"PSAP","PSAP",1587
"PSD","PSD",3075
"PTCH1","PTCH1",4545
"PTK2","PTK2",3221
"PTK2B","PTK2B",3030
"PTPN5","PTPN5",1698
"PTPRD","PTPRD",5799
"PTPRG","PTPRG",4338
"PTPRJ","PTPRJ",4019
"PTPRN2","PTPRN2",3048
"PTPRT","PTPRT",4383
"QKI","QKI",1122
"R3HDM1","R3HDM1",3300
"R3HDM2","R3HDM2",2931
"RALGAPA1","RALGAPA1",6260
"RALGAPB","RALGAPB",4485
"RALGDS","RALGDS",2763
"RAP1GAP","RAP1GAP",2262
"RAP1GAP2","RAP1GAP2",2193
"RAPGEF1","RAPGEF1",3298
"RAPGEF2","RAPGEF2",4500
"RAPGEFL1","RAPGEFL1",1371
"RASGRF1","RASGRF1",3822
"RASGRP1","RASGRP1",2394
"RC3H1","RC3H1",3402
"RERE","RERE",4701
"REV3L","REV3L",9393
"RGS7BP","RGS7BP",774
"RHOB","RHOB",591
"RHOBTB2","RHOBTB2",2261
"RIMBP2","RIMBP2",3159
"RTN1","RTN1",2392
"RTN3","RTN3",3193
"RTN4","RTN4",3613
"RTN4R","RTN4R",1422
"RUSC2","RUSC2",4551
"SALL2","SALL2",3024
"SAMD4B","SAMD4B",2085
"SCAF1","SCAF1",3939
"SCAP","SCAP",3840
"SCN8A","SCN8A",5943
"SEC14L1","SEC14L1",2164
"SEC16A","SEC16A",7097
"SEC23A","SEC23A",2298
"SECISBP2L","SECISBP2L",3171
,"",1110
"SEZ6L2","SEZ6L2",2772
"SGIP1","SGIP1",2487
"SGSM2","SGSM2",3156
"SH3BP4","SH3BP4",2892
"SHANK1","SHANK1",6486
"SHANK3","SHANK3",5154
"SIPA1L1","SIPA1L1",5415
"SIPA1L2","SIPA1L2",5169
"SIPA1L3","SIPA1L3",5346
"SKI","SKI",2187
"SLC12A5","SLC12A5",3472
"SLC17A7","SLC17A7",1683
"SLC1A2","SLC1A2",1725
"SLC22A17","SLC22A17",1617
"SLC24A2","SLC24A2",1986
"SLC25A23","SLC25A23",1407
"SLC4A3","SLC4A3",3780
"SLC4A8","SLC4A8",3302
"SLC6A17","SLC6A17",2184
"SLC8A1","SLC8A1",3026
"SMPD3","SMPD3",1968
"SNAP25","SNAP25",739
"SNPH","SNPH",1485
"SOBP","SOBP",2622
"SORBS2","SORBS2",4419
"SORL1","SORL1",6645
"SORT1","SORT1",2496
"SPARCL1","SPARCL1",1995
"SPHKAP","SPHKAP",5103
"SPIRE1","SPIRE1",2271
"SPRED1","SPRED1",1335
"SPRN","SPRN",456
"SPTB","SPTB",7056
"SPTBN2","SPTBN2",7173
"SRCIN1","SRCIN1",3552
"SREBF2","SREBF2",3426
"STK25","STK25",1281
"STOX2","STOX2",2781
"STRN4","STRN4",2283
"STXBP1","STXBP1",1895
"STXBP5","STXBP5",3456
"SYN1","SYN1",2118
"SYNGR1","SYNGR1",897
"SYNJ1","SYNJ1",4869
"SYNPO","SYNPO",3474
"SYT1","SYT1",1269
"TAOK1","TAOK1",3006
"TAOK2","TAOK2",4626
"TBC1D9","TBC1D9",3801
"TBC1D9B","TBC1D9B",3753
"TCF25","TCF25",2031
"TCF4","TCF4",2054
"TEF","TEF",979
"THRA","THRA",1596
"TIAM1","TIAM1",4776
"TLN2","TLN2",7629
"TMEM132A","TMEM132A",3075
"TMEM151A","TMEM151A",1407
"TMEM151B","TMEM151B",1701
"TMEM63B","TMEM63B",2499
"TMEM8B","TMEM8B",1617
"TMOD2","TMOD2",1056
"TNK2","TNK2",3351
"TNPO2","TNPO2",2694
"TNS3","TNS3",4338
"TPPP","TPPP",660
"TRIL","TRIL",2435
"TRIM3","TRIM3",2235
"TRIM37","TRIM37",2899
"TRIM9","TRIM9",2183
"TRPC4AP","TRPC4AP",2394
"TSC22D1","TSC22D1",3347
"TSHZ1","TSHZ1",3099
"TSPAN7","TSPAN7",750
"TSPYL4","TSPYL4",1245
"TTBK1","TTBK1",3966
"TTBK2","TTBK2",3735
"TTC7B","TTC7B",2532
"TTLL7","TTLL7",2664
"TTYH1","TTYH1",1432
"TTYH3","TTYH3",1572
"TUBB3","TUBB3",1353
"UBE2O","UBE2O",3879
"UBE3B","UBE3B",3207
"UBQLN1","UBQLN1",1770
"UBQLN2","UBQLN2",1875
"UHRF1BP1L","UHRF1BP1L",4415
"ULK1","ULK1",3153
"ULK2","ULK2",3111
"UNC13A","UNC13A",5112
"UNC13C","UNC13C",6645
"UNC5A","UNC5A",2529
"UQCRC1","UQCRC1",1443
"USP32","USP32",4815
"USP5","USP5",2577
"VAMP2","VAMP2",351
"VPS41","VPS41",2565
"WASF1","WASF1",1680
"WDR13","WDR13",1458
"WNK1","WNK1",8388
"WNK2","WNK2",6654
"WWC1","WWC1",3360
"XPO6","XPO6",3378
"XPO7","XPO7",3264
"YWHAG","YWHAG",744
"ZC3H7B","ZC3H7B",2934
"ZER1","ZER1",2301
"ZFR","ZFR",3225
"ZFYVE1","ZFYVE1",2334
"ZNF365","ZNF365",2101
"ZNF521","ZNF521",3936
"ZNF536","ZNF536",3903
"ZNF704","ZNF704",1239
"ZNF827","ZNF827",3234
"ZNFX1","ZNFX1",5757
"ZYG11B","ZYG11B",2235
"BAZ1A","BAZ1A",4671
"BRD1","BRD1",3177
"BRD3","BRD3",2181
"BRPF1","BRPF1",3663
"CHD9","CHD9",8646
"KAT6B","KAT6B",6222
"KDM1A","KDM1A",2631
"KDM2B","KDM2B",4092
"MTF2","MTF2",1782
"PBRM1","PBRM1",4749
"PHIP","PHIP",5466
"RUVBL1","RUVBL1",1371
"SHPRH","SHPRH",5092
"SUPT16H","SUPT16H",3144
"TET1","TET1",6411
"ZMYND8","ZMYND8",3599
"ACTL6A","ACTL6A",1290
"ARID4A","ARID4A",3774
"ARID4B","ARID4B",3939
"ASF1A","ASF1A",615
"ASF1B","ASF1B",609
"ASXL1","ASXL1",4632
"ATAD2","ATAD2",4173
"AURKB","AURKB",1035
"BAZ1B","BAZ1B",4452
"BMI1","BMI1",981
"BRD8","BRD8",3987
"BRWD3","BRWD3",5409
"CARM1","CARM1",1827
"CBX3","CBX3",552
"CBX5","CBX5",576
"CCDC101","CCDC101",882
"CENPA","CENPA",423
"CHAF1A","CHAF1A",2871
"DNMT1","DNMT1",4851
"DPF1","DPF1",1275
"EPC1","EPC1",2511
"EPC2","EPC2",2424
"EZH2","EZH2",2256
"GATAD2B","GATAD2B",1782
"GTF3C4","GTF3C4",2469
"HDAC2","HDAC2",1467
"HDAC3","HDAC3",1287
"HDAC6","HDAC6",3648
"HELLS","HELLS",2517
"HLTF","HLTF",3030
"HMGA2","HMGA2",402
"HMGB2","HMGB2",630
"HMGB3","HMGB3",603
"HMGN4","HMGN4",273
"INTS12","INTS12",1389
"JMJD1C","JMJD1C",7623
"KDM3B","KDM3B",5286
"KDM4A","KDM4A",3195
"KDM5A","KDM5A",5073
"KDM6A","KDM6A",4206
"L3MBTL3","L3MBTL3",2343
"LBR","LBR",1848
"MBTD1","MBTD1",1887
"MEN1","MEN1",1848
"MLLT10","MLLT10",3116
"MTA2","MTA2",2007
"NCOA3","NCOA3",4295
"PAXIP1","PAXIP1",3210
"PCGF2","PCGF2",1035
"PHF14","PHF14",2667
"PHF6","PHF6",1203
"POLR1B","POLR1B",3408
"PRDM10","PRDM10",3519
"PRMT2","PRMT2",1306
"PRMT5","PRMT5",1973
"PSIP1","PSIP1",1618
"PYGO1","PYGO1",1260
"RAD54L2","RAD54L2",4404
"RNF2","RNF2",1011
"RNF40","RNF40",3006
"RSF1","RSF1",4326
"SCML2","SCML2",2103
"SET","SET",946
"SETDB1","SETDB1",3896
"SF3B3","SF3B3",3654
"SIRT1","SIRT1",2244
"SMARCAD1","SMARCAD1",3087
"SMARCB1","SMARCB1",1158
"SMARCC1","SMARCC1",3318
"SMARCD1","SMARCD1",1548
"SMNDC1","SMNDC1",717
"SUV39H2","SUV39H2",1056
"SUZ12","SUZ12",2220
"TCF19","TCF19",238
"TET3","TET3",4983
"TP53BP1","TP53BP1",5934
"TRIM24","TRIM24",3153
"TRIM28","TRIM28",2508
"TRIM33","TRIM33",3384
"UHRF1","UHRF1",2420
"USP21","USP21",1698
"USP3","USP3",1563
"WDR82","WDR82",942
"WHSC1","WHSC1",4170
"WHSC1L1","WHSC1L1",4397
"AKAP1","AKAP1",2712
"BRPF3","BRPF3",3618
"CHD7","CHD7",8994
"DZIP3","DZIP3",3627
"HDAC1","HDAC1",1449
"HDAC9","HDAC9",3325
"KDM2A","KDM2A",3489
"L3MBTL1","L3MBTL1",2319
"MBD2","MBD2",1443
"MBD4","MBD4",1763
"PHF19","PHF19",1902
"PHRF1","PHRF1",4947
"PIWIL4","PIWIL4",2559
"PRDM7","PRDM7",1479
"PRMT8","PRMT8",1185
"SMYD1","SMYD1",1473
"SND1","SND1",2733
"SP110","SP110",2203
"STK11","STK11",1302
"STK31","STK31",3060
"TAF9","TAF9",1333
"TDRD10","TDRD10",1134
"TET2","TET2",6098
"ACTL6B","ACTL6B",1281
"AIRE","AIRE",1638
"ASH2L","ASH2L",1887
"ASXL2","ASXL2",4308
"ASXL3","ASXL3",6747
"ATAD2B","ATAD2B",4377
"ATM","ATM",9171
"ATR","ATR",7935
"ATRX","ATRX",7479
"BRD2","BRD2",333
"BRD7","BRD7",1959
"BRD9","BRD9",1794
"BRDT","BRDT",2856
"CASR","CASR",3257
"CBX1","CBX1",558
"CBX2","CBX2",1947
"CBX7","CBX7",756
"CBX8","CBX8",1170
"CHAF1B","CHAF1B",1680
"CHD1L","CHD1L",2694
"CHRAC1","CHRAC1",396
"CLOCK","CLOCK",2541
"CXXC1","CXXC1",1983
"DAXX","DAXX",2276
"DMAP1","DMAP1",1404
"DNAJC2","DNAJC2",1866
"DNMT3B","DNMT3B",2598
"DNMT3L","DNMT3L",1164
"DPF2","DPF2",1176
"DPF3","DPF3",1074
"DPY30","DPY30",300
"EED","EED",1330
"ELP2","ELP2",2481
"ELP3","ELP3",1644
"ELP4","ELP4",1275
"ERCC5","ERCC5",3561
"ERCC6","ERCC6",4482
"EZH1","EZH1",2244
"FMR1","FMR1",1899
"FXR1","FXR1",1866
"FXR2","FXR2",2022
"GADD45A","GADD45A",498
"GADD45B","GADD45B",483
"GALK1","GALK1",1179
"GATAD2A","GATAD2A",1902
"H2AFX","H2AFX",432
"H2AFZ","H2AFZ",387
"HAT1","HAT1",1260
"HDAC10","HDAC10",2010
"HDAC11","HDAC11",1044
"HDAC7","HDAC7",2976
"HDAC8","HDAC8",1212
"HIRA","HIRA",3054
"HMGA1","HMGA1",324
"HMGB1","HMGB1",648
"HMGB4","HMGB4",561
"HMGN1","HMGN1",303
"HMGN2","HMGN2",273
"HMGN3","HMGN3",320
"HR","HR",3570
"HSPBAP1","HSPBAP1",1467
"ING1","ING1",1409
"ING2","ING2",843
"ING3","ING3",1269
"ING4","ING4",750
"ING5","ING5",723
"INO80","INO80",4671
"IWS1","IWS1",2460
"JARID2","JARID2",3741
"JHDM1D","JHDM1D",2826
"JMJD4","JMJD4",1392
"JMJD6","JMJD6",1249
"JMJD7-PLA2G4B","JMJD7-PLA2G4B",3039
"JMJD8","JMJD8",858
"KAT2A","KAT2A",2514
"KAT5","KAT5",1641
"KAT7","KAT7",1836
"KAT8","KAT8",1469
"KDM1B","KDM1B",1773
"KDM3A","KDM3A",3966
"KDM4C","KDM4C",3405
"KDM4D","KDM4D",1572
"KDM5D","KDM5D",4620
"L3MBTL2","L3MBTL2",2118
"L3MBTL4","L3MBTL4",1872
"MBD1","MBD1",2008
"MBD3","MBD3",876
"MEAF6","MEAF6",606
"MECOM","MECOM",3726
"MECP2","MECP2",1523
"MGEA5","MGEA5",2751
"MINA","MINA",1398
"MLLT6","MLLT6",3282
"MORF4L1","MORF4L1",1089
"MSL3","MSL3",1646
"MTA1","MTA1",2148
"MTA3","MTA3",1548
"MYSM1","MYSM1",2487
"NAP1L2","NAP1L2",1383
"NAP1L3","NAP1L3",1521
"NCL","NCL",2133
"NPM1","NPM1",894
"NPM2","NPM2",645
"NPM3","NPM3",537
"OGT","OGT",3141
"PADI4","PADI4",1992
"PCGF1","PCGF1",780
"PCGF5","PCGF5",771
"PCGF6","PCGF6",1053
"PHC1","PHC1",3015
"PHC2","PHC2",2577
"PHC3","PHC3",2988
"PHF1","PHF1",1704
"PHF10","PHF10",1497
"PHF11","PHF11",996
"PHF13","PHF13",903
"PHF15","PHF15",2373
"PHF17","PHF17",2556
"PHF20L1","PHF20L1",3060
"PHF21B","PHF21B",1596
"PHF5A","PHF5A",333
"PHF8","PHF8",3096
"PIAS1","PIAS1",1956
"PIAS2","PIAS2",1937
"PIWIL1","PIWIL1",2606
"PIWIL2","PIWIL2",2922
"PIWIL3","PIWIL3",2649
"PPIE","PPIE",960
"PRDM1","PRDM1",2487
"PRDM11","PRDM11",1434
"PRDM12","PRDM12",1104
"PRDM13","PRDM13",2124
"PRDM14","PRDM14",1716
"PRDM16","PRDM16",3831
"PRDM2","PRDM2",5219
"PRDM4","PRDM4",2406
"PRDM5","PRDM5",1893
"PRDM8","PRDM8",2070
"PRDM9","PRDM9",2685
"PRKAA1","PRKAA1",1725
"PRKAA2","PRKAA2",1659
"PRKCD","PRKCD",2031
"PRMT1","PRMT1",1116
"PRMT3","PRMT3",1596
"PRMT6","PRMT6",1128
"PRMT7","PRMT7",2079
"PYGO2","PYGO2",1221
"RAD54L","RAD54L",2244
"RAG2","RAG2",1584
"RBBP4","RBBP4",1278
"RBBP5","RBBP5",1617
"RBBP7","RBBP7",1278
"RING1","RING1",490
"RNF17","RNF17",4872
"RNF20","RNF20",2928
"RUVBL2","RUVBL2",1392
"RYBP","RYBP",657
"SATB1","SATB1",2292
"SCMH1","SCMH1",1989
"SCML4","SCML4",1245
"SETD1A","SETD1A",5124
"SETD3","SETD3",1827
"SETD4","SETD4",1346
"SETD6","SETD6",1422
"SETD7","SETD7",1101
"SETDB2","SETDB2",2160
"SFMBT1","SFMBT1",2601
"SFMBT2","SFMBT2",2685
"SIRT2","SIRT2",1170
"SIRT3","SIRT3",1200
"SIRT4","SIRT4",945
"SIRT5","SIRT5",976
"SIRT6","SIRT6",1068
"SIRT7","SIRT7",1203
"SMARCA1","SMARCA1",3165
"SMARCAL1","SMARCAL1",2865
"SMARCD2","SMARCD2",1596
"SMARCD3","SMARCD3",1491
"SMN1","SMN1",1770
"SMN2","SMN2",1800
"SMYD2","SMYD2",1302
"SMYD3","SMYD3",1287
"SMYD4","SMYD4",2415
"SMYD5","SMYD5",1257
"SP100","SP100",3233
"SP140","SP140",2717
"SP140L","SP140L",1743
"SUPT3H","SUPT3H",1088
"SUPT7L","SUPT7L",1245
"SUV39H1","SUV39H1",1239
"SUV420H2","SUV420H2",1389
"TADA2A","TADA2A",1427
"TADA2B","TADA2B",1263
"TADA3","TADA3",1303
"TAF1","TAF1",5682
"TAF10","TAF10",657
"TAF12","TAF12",486
"TAF1L","TAF1L",5481
"TAF3","TAF3",2790
"TAF6L","TAF6L",1869
"TDRD1","TDRD1",3570
"TDRD12","TDRD12",1188
"TDRD3","TDRD3",2235
"TDRD5","TDRD5",2946
"TDRD6","TDRD6",6291
"TDRD7","TDRD7",3297
"TDRD9","TDRD9",4149
"TDRKH","TDRKH",1686
"TTF2","TTF2",3489
"UBE2A","UBE2A",459
"UBE2B","UBE2B",459
"UBE2E1","UBE2E1",582
"UBR7","UBR7",1278
"UHRF2","UHRF2",2409
"USP16","USP16",2472
"USP25","USP25",3168
"WDR5","WDR5",1005
"YEATS4","YEATS4",684
"ZAR1","ZAR1",1275
"ZGPAT","ZGPAT",1596
"ZNF451","ZNF451",3186
"PRKDC","PRKDC",12386
"CCT4","CCT4",1620
"DOCK7","DOCK7",6339
"ELAVL3","ELAVL3",1104
"FAM47B","FAM47B",1938
"GLRA2","GLRA2",1427
"GON4L","GON4L",6840
"IQGAP3","IQGAP3",4896
"NUP133","NUP133",3471
"POLQ","POLQ",7773
"ZNF555","ZNF555",1887
"ABL1","ABL1",3529
"ADAMTS7","ADAMTS7",5061
"ALDH18A1","ALDH18A1",2388
"ALMS1","ALMS1",12504
"ANTXR2","ANTXR2",1509
"APAF1","APAF1",3747
"ASPM","ASPM",10434
"ATAD5","ATAD5",5535
"ATP11C","ATP11C",3462
"BCORL1","BCORL1",5136
"C10orf137","C10ORF137",3615
"C2CD3","C2CD3",5892
"C5orf54","C5ORF54",1785
"CAD","CAD",6678
"CASK","CASK",2781
"CBL","CBL",2721
"CCDC120","CCDC120",2050
"CCNB1","CCNB1",1302
"CDK19","CDK19",1509
"CENPI","CENPI",2271
"CEP135","CEP135",3423
"CERS6","CERS6",1155
"CGGBP1","CGGBP1",504
"CNOT1","CNOT1",7353
"CNOT6","CNOT6",1674
"CSNK2A1","CSNK2A1",1176
"CUL7","CUL7",5349
"DBR1","DBR1",1635
"DCAF5","DCAF5",2829
"DDX23","DDX23",2463
"DGCR14","DGCR14",1431
"DHX9","DHX9",3813
"DPYSL3","DPYSL3",1713
"EFNA2","EFNA2",642
"EIF2AK3","EIF2AK3",3351
"EIF4A1","EIF4A1",1221
"EPRS","EPRS",4539
"ERCC6L","ERCC6L",3753
"FBN3","FBN3",8430
"FBXO30","FBXO30",2238
"FDFT1","FDFT1",1254
"FNBP1L","FNBP1L",1838
"FRMD3","FRMD3",1794
"GDI1","GDI1",1344
"GNPDA2","GNPDA2",831
"GORASP2","GORASP2",1359
"GPN1","GPN1",1242
"HIST1H2AE","HIST1H2AE",393
"HNRNPF","HNRNPF",1248
"INSR","INSR",4149
"INTS7","INTS7",2889
"IREB2","IREB2",2892
"JUP","JUP",2238
"KANSL1","KANSL1",3318
"KIAA0586","KIAA0586",4459
"KIAA1009","KIAA1009",4212
"KIF18A","KIF18A",2697
"KLHL25","KLHL25",1770
"KLHL28","KLHL28",1716
"LRRC40","LRRC40",1809
"LRRCC1","LRRCC1",3099
"LSG1","LSG1",1977
"MARK3","MARK3",2262
"MCM6","MCM6",2466
"MDM2","MDM2",1494
"MED23","MED23",4128
"MKI67","MKI67",9771
"MLH1","MLH1",2271
"MMS22L","MMS22L",3732
"MSH6","MSH6",4083
"MTMR8","MTMR8",2115
"MYNN","MYNN",1833
"N4BP1","N4BP1",2691
"NAA40","NAA40",714
"NCAPD2","NCAPD2",4206
"NFXL1","NFXL1",2736
"NOLC1","NOLC1",2100
"NUDCD1","NUDCD1",1783
"NUP214","NUP214",6273
"ORC4","ORC4",1311
"PAPOLA","PAPOLA",2278
"PCDHB16","PCDHB16",2331
"PCDHB9","PCDHB9",2393
"PCM1","PCM1",6075
"PDCD11","PDCD11",5616
"PDS5A","PDS5A",4047
"PELI1","PELI1",1257
"PIK3R2","PIK3R2",2187
"PLEKHG2","PLEKHG2",4161
"POLA2","POLA2",1797
"POLD1","POLD1",3324
"PPIP5K2","PPIP5K2",3669
"PPRC1","PPRC1",4995
"PRPSAP2","PRPSAP2",1110
"PSMC4","PSMC4",1257
"RAD51","RAD51",1020
"RBM3","RBM3",474
"RCOR2","RCOR2",1572
"RFWD3","RFWD3",2325
"RFX7","RFX7",4383
"RHNO1","RHNO1",717
"RP2","RP2",1053
"SBF2","SBF2",5550
"SCN3A","SCN3A",6095
"SCUBE1","SCUBE1",2967
"SEC24A","SEC24A",3282
"SEMA4C","SEMA4C",2502
"SEMA4G","SEMA4G",2532
"SF3B1","SF3B1",3935
"SFPQ","SFPQ",2124
"SIN3A","SIN3A",3822
"SKA3","SKA3",1286
"SMAD2","SMAD2",1404
"SMAD4","SMAD4",1659
"SMC3","SMC3",3654
"SMC6","SMC6",3276
"SOGA3","SOGA3",2844
"SP3","SP3",2346
"SPATA5","SPATA5",2682
"SPECC1L","SPECC1L",3354
"SRBD1","SRBD1",2988
"SSRP1","SSRP1",2130
"STIL","STIL",3867
"STT3A","STT3A",2118
"SYNRG","SYNRG",4014
"SYT14","SYT14",1739
"TCF3","TCF3",2192
"TDP1","TDP1",1827
"THRAP3","THRAP3",2868
"TNPO3","TNPO3",2772
"TPR","TPR",7092
"TRAPPC11","TRAPPC11",3402
"TROAP","TROAP",2456
"TUBA1A","TUBA1A",1356
"UBE3A","UBE3A",2648
"UGGT1","UGGT1",4668
"USP24","USP24",7863
"UTP20","UTP20",8358
"VPS39","VPS39",2628
"XRN2","XRN2",2853
"ZBTB40","ZBTB40",3720
"ZBTB41","ZBTB41",2730
"ZFP69","ZFP69",1581
"ZNF253","ZNF253",1373
"ZNF33A","ZNF33A",2480
"ZNF445","ZNF445",3096
"ZNF454","ZNF454",1569
"ZNF460","ZNF460",1689
"ZNF532","ZNF532",3906
"ZNF574","ZNF574",2691
"ZNF644","ZNF644",3984
"ZNF681","ZNF681",1938
"AAAS","AAAS",1641
"AAR2","AAR2",1155
"AASDHPPT","AASDHPPT",930
"ABCB7","ABCB7",2262
"ABCE1","ABCE1",1800
"ACAT2","ACAT2",1194
"ACBD3","ACBD3",1587
"ACPL2","ACPL2",1443
"ACTG1","ACTG1",1128
"ACTR1A","ACTR1A",1131
"ACTR3","ACTR3",1257
"ACTR8","ACTR8",1875
"ACVR2A","ACVR2A",1542
"ACVR2B","ACVR2B",1539
"ADNP2","ADNP2",3396
"ADRA2A","ADRA2A",1398
"AFF2","AFF2",3987
"AGBL5","AGBL5",2726
"AGPAT5","AGPAT5",1095
"AIM2","AIM2",1032
"AJUBA","AJUBA",1617
"AKAP13","AKAP13",8508
"AKR1A1","AKR1A1",978
"AKT1","AKT1",1443
"ALG10","ALG10",1422
"ALG9","ALG9",1857
"AMMECR1L","AMMECR1L",933
"ANKMY2","ANKMY2",1326
"ANKRD44","ANKRD44",2808
"ANKRD45","ANKRD45",801
"ANKRD46","ANKRD46",687
"ANKRD50","ANKRD50",4290
"ANP32A","ANP32A",750
"AP1AR","AP1AR",909
"AP1G1","AP1G1",2478
"AP3M1","AP3M1",1257
"AP4M1","AP4M1",1362
"APEX1","APEX1",957
"APH1A","APH1A",809
"AQR","AQR",4458
"ARF4","ARF4",543
"ARF6","ARF6",528
"ARFGAP3","ARFGAP3",1551
"ARG2","ARG2",1065
"ARHGAP11A","ARHGAP11A",3095
"ARIH1","ARIH1",1674
"ARL10","ARL10",735
"ARL13B","ARL13B",1287
"ARL5B","ARL5B",540
"ARL6IP6","ARL6IP6",681
"ARMC6","ARMC6",1451
"ARMCX1","ARMCX1",1362
"ARMCX5","ARMCX5",1677
"ARMCX6","ARMCX6",903
"ARRDC3","ARRDC3",1245
"ARSB","ARSB",1631
"ARSK","ARSK",1611
"ASB7","ASB7",965
"ASB8","ASB8",867
"ASCC2","ASCC2",2274
"ATAT1","ATAT1",430
"ATP11B","ATP11B",3534
"ATP13A3","ATP13A3",3681
"AURKA","AURKA",1212
"AZI2","AZI2",1264
"AZIN1","AZIN1",1347
"B3GNT5","B3GNT5",1137
"B4GALT3","B4GALT3",1182
"B4GALT5","B4GALT5",1167
"BACH2","BACH2",2526
"BAG6","BAG6",1101
"BASP1","BASP1",684
"BBS9","BBS9",2664
"BCL10","BCL10",702
"BCL11B","BCL11B",2685
"BCL9","BCL9",4281
"BCLAF1","BCLAF1",2763
"BCOR","BCOR",5268
"BFAR","BFAR",1353
"BHLHB9","BHLHB9",1644
"BIRC5","BIRC5",601
"BLOC1S6","BLOC1S6",519
"BOD1","BOD1",586
"BORA","BORA",1680
"BRCA2","BRCA2",10257
"BRCC3","BRCC3",954
"BRIP1","BRIP1",3750
"BTBD7","BTBD7",3470
"BTF3","BTF3",621
"BTF3L4","BTF3L4",477
"BUB1","BUB1",3258
"BUB1B","BUB1B",3153
"BUB3","BUB3",997
"BZW1","BZW1",1168
"BZW2","BZW2",1260
"C10orf12","C10ORF12",3744
"C11orf30","C11ORF30",3969
"C11orf57","C11ORF57",882
"C11orf80","C11ORF80",1881
"C11orf82","C11ORF82",2997
"C12orf57","C12ORF57",381
"C12orf75","C12ORF75",192
"C14orf169","C14ORF169",1925
"C14orf37","C14ORF37",2325
"C15orf41","C15ORF41",846
"C16orf80","C16ORF80",582
"C16orf87","C16ORF87",465
"C17orf49","C17ORF49",579
"C17orf70","C17ORF70",2646
"C19orf43","C19ORF43",531
"C19orf48","C19ORF48",354
"C20orf112","C20ORF112",1331
"C2orf44","C2ORF44",2166
"C3orf14","C3ORF14",387
"C4orf21","C4ORF21",6315
"C5orf24","C5ORF24",567
"C5orf34","C5ORF34",1917
"C5orf51","C5ORF51",885
"C7orf60","C7ORF60",1218
"C9orf64","C9ORF64",1026
"CACNG4","CACNG4",984
"CAMSAP2","CAMSAP2",4437
"CAPN7","CAPN7",2442
"CAPRIN1","CAPRIN1",2150
"CARHSP1","CARHSP1",444
"CASC5","CASC5",6951
"CASP2","CASP2",1359
"CASP3","CASP3",834
"CBLB","CBLB",2949
"CBLL1","CBLL1",1476
"CBY1","CBY1",412
"CCDC107","CCDC107",852
"CCDC112","CCDC112",1590
"CCDC15","CCDC15",2856
"CCDC18","CCDC18",3900
"CCDC23","CCDC23",201
"CCDC50","CCDC50",1449
"CCDC71","CCDC71",1404
"CCDC71L","CCDC71L",708
"CCDC97","CCDC97",1032
"CCNA2","CCNA2",1299
"CCNB2","CCNB2",1197
"CCNG1","CCNG1",888
"CCNG2","CCNG2",1035
"CCNI","CCNI",1134
"CCNJ","CCNJ",1152
"CCNT1","CCNT1",2181
"CCNT2","CCNT2",2193
"CCT2","CCT2",1608
"CCT3","CCT3",1638
"CD24","CD24",243
"CD276","CD276",1605
"CDC20","CDC20",1500
"CDC25A","CDC25A",1575
"CDC42EP3","CDC42EP3",765
"CDC45","CDC45",1701
"CDC5L","CDC5L",2409
"CDC6","CDC6",1683
"CDCA2","CDCA2",3072
"CDCA3","CDCA3",807
"CDCA4","CDCA4",726
"CDCA5","CDCA5",759
"CDCA7","CDCA7",1353
"CDCA8","CDCA8",843
"CDH2","CDH2",2721
"CDK1","CDK1",906
"CDK12","CDK12",4473
"CDK2","CDK2",897
"CDK4","CDK4",912
"CDK8","CDK8",1395
"CDKAL1","CDKAL1",1740
"CDKN2AIP","CDKN2AIP",1743
"CDKN3","CDKN3",639
